"","idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","psppsgva","cptppola","trstprl","trstlgl","trstsci","vote","happy","wkhtot","agepnt","gndr","region"
"277",18194,"BE",15,5,150,3,7,1,3,3,8,8,"Yes",9,38,63,"Female","BE34"
"278",18225,"BE",0,5,9,0,1,1,1,2,8,5,"Yes",9,7,64,"Female","BE10"
"279",18228,"BE",10,5,8,8,7,3,3,7,8,8,"Yes",8,25,70,"Female","BE24"
"280",18257,"BE",120,5,8,6,7,3,1,7,9,10,"Yes",8,16,51,"Female","BE24"
"281",18290,"BE",60,5,120,7,4,3,2,5,4,7,"Yes",8,38,54,"Male","BE24"
"282",18296,"BE",5,5,120,7,8,1,2,3,7,7,"Yes",8,34,60,"Female","BE33"
"283",18381,"BE",30,5,300,5,6,2,3,7,6,10,"Yes",6,9,50,"Male","BE23"
"284",18397,"BE",60,5,90,5,7,3,2,8,5,9,"Yes",7,45,76,"Female","BE34"
"285",18399,"BE",60,5,6,8,8,4,3,6,6,7,"Yes",7,50,71,"Female","BE22"
"286",18402,"BE",60,5,120,8,8,3,3,6,8,9,"Yes",7,45,72,"Female","BE25"
"287",18473,"BE",30,5,6,5,5,1,5,2,2,2,"Yes",10,55,67,"Female","BE25"
"288",18479,"BE",60,5,180,8,6,1,4,6,5,10,"Yes",8,55,75,"Male","BE21"
"289",18508,"BE",60,5,120,6,5,3,4,7,8,10,"Yes",8,7,83,"Female","BE21"
"290",18569,"BE",15,5,6,5,5,3,2,8,7,8,"Yes",4,20,64,"Female","BE23"
"291",18612,"BE",60,5,60,5,6,4,2,2,6,3,"No",7,19,80,"Male","BE33"
"292",18627,"BE",60,5,10,6,7,2,3,6,7,8,"Yes",8,40,53,"Female","BE23"
"293",18650,"BE",60,5,7,7,7,2,2,7,8,8,"Yes",9,38,85,"Male","BE25"
"294",18660,"BE",10,5,6,7,8,4,3,6,7,7,"Not eligble",8,30,52,"Female","BE25"
"295",18678,"BE",45,5,120,7,6,1,2,6,5,8,"Yes",8,32,79,"Female","BE25"
"296",18739,"BE",60,5,90,3,4,2,3,6,7,9,"Yes",8,37,62,"Male","BE35"
"297",18753,"BE",60,5,45,7,6,2,2,4,4,9,"Yes",5,38,59,"Male","BE23"
"298",18812,"BE",120,5,180,7,8,1,1,0,1,7,"Yes",6,38,90,"Female","BE23"
"299",18818,"BE",30,5,30,3,3,4,3,6,8,6,"Yes",8,37,73,"Male","BE35"
"300",18832,"BE",120,5,10,5,7,4,1,7,7,9,"Not eligble",8,28,72,"Female","BE24"
"301",18852,"BE",60,5,240,6,7,2,2,2,4,7,"Yes",9,12,60,"Female","BE24"
"302",18901,"BE",60,5,8,7,7,3,1,7,7,9,"Yes",9,50,63,"Female","BE25"
"303",18919,"BE",60,5,120,6,8,2,2,4,7,7,"Yes",7,24,74,"Female","BE25"
"304",18963,"BE",30,5,180,7,7,2,1,5,6,8,"Yes",8,20,87,"Male","BE23"
"305",18977,"BE",60,5,120,9,9,3,4,6,9,9,"Yes",9,38,81,"Male","BE10"
"306",19042,"BE",45,5,120,8,8,2,2,6,8,8,"Yes",8,50,68,"Male","BE25"
"307",19046,"BE",15,5,10,5,7,2,2,8,8,9,"Yes",8,40,59,"Male","BE22"
"308",19051,"BE",90,5,8,8,10,2,2,5,7,7,"Yes",8,45,87,"Female","BE24"
"309",19074,"BE",90,5,60,9,9,3,3,7,8,9,"Yes",8,55,90,"Male","BE23"
"310",19085,"BE",60,5,6,9,8,3,4,7,8,9,"Yes",8,45,81,"Male","BE21"
"311",19166,"BE",60,5,60,8,5,4,3,0,0,5,"Yes",10,38,73,"Male","BE24"
"312",19174,"BE",60,5,180,7,8,3,3,7,7,8,"Yes",8,30,78,"Male","BE21"
"313",19252,"BE",30,5,330,4,6,2,1,6,7,9,"Yes",8,10,53,"Female","BE21"
"314",19263,"BE",15,5,165,6,6,2,1,2,4,5,"Yes",8,44,69,"Male","BE24"
"315",19347,"BE",45,5,60,8,8,3,3,6,6,9,"Yes",8,37,69,"Female","BE23"
"316",19377,"BE",30,5,30,6,7,2,2,7,7,8,"Yes",7,18,90,"Female","BE23"
"317",19385,"BE",0,5,60,4,4,1,1,0,2,5,"Yes",8,30,86,"Female","BE33"
"318",19442,"BE",90,5,210,0,4,3,3,3,7,5,"Not eligble",8,8,49,"Male","BE35"
"319",19451,"BE",10,5,9,5,6,3,2,7,6,7,"Yes",8,40,75,"Female","BE10"
"320",19456,"BE",15,5,7,7,9,1,1,5,7,4,"Not eligble",8,39,54,"Male","BE21"
"321",19490,"BE",60,5,330,7,7,1,2,2,1,7,"No",7,38,48,"Female","BE22"
"322",19498,"BE",60,5,300,6,7,2,3,3,3,8,"Yes",8,45,86,"Male","BE23"
"323",19502,"BE",30,5,10,3,8,2,2,8,8,10,"Yes",9,43,71,"Female","BE31"
"324",19555,"BE",60,5,240,5,4,1,3,1,3,7,"Yes",9,70,63,"Male","BE22"
"325",19606,"BE",60,5,90,7,7,2,3,7,7,9,"Yes",9,38,74,"Male","BE10"
"326",19618,"BE",30,5,10,8,8,2,2,2,5,7,"Yes",9,37,62,"Female","BE35"
"327",19668,"BE",60,5,60,8,8,2,1,5,8,8,"Yes",8,40,75,"Male","BE25"
"328",19676,"BE",45,5,270,7,7,3,1,6,7,6,"Yes",8,42,52,"Male","BE33"
"329",19678,"BE",30,5,60,4,6,3,2,4,6,8,"Yes",6,50,55,"Male","BE33"
"330",19682,"BE",60,5,9,7,6,2,3,6,8,10,"Yes",9,40,58,"Male","BE24"
"331",19705,"BE",60,5,6,7,8,2,4,7,5,8,"Yes",8,50,62,"Male","BE33"
"332",19713,"BE",0,4,240,2,5,1,2,3,2,5,"Yes",5,38,81,"Male","BE35"
"333",19722,"BE",60,5,180,6,8,2,2,7,6,9,"Yes",8,27,79,"Male","BE22"
"334",19832,"BE",120,5,120,0,5,1,3,0,2,8,"Yes",8,19,90,"Female","BE25"
"335",19847,"BE",90,5,30,7,8,2,2,5,7,8,"Yes",7,20,81,"Female","BE31"
"336",19870,"BE",20,5,240,7,7,1,3,2,7,7,"Yes",7,21,74,"Female","BE25"
"337",19892,"BE",90,5,300,5,5,3,3,6,8,8,"Yes",8,38,90,"Female","BE25"
"338",19965,"BE",60,5,8,8,7,5,3,8,9,10,"Yes",7,38,57,"Male","BE21"
"339",19969,"BE",60,5,120,1,7,2,3,1,1,8,"Yes",7,32,85,"Male","BE21"
"340",20093,"BE",120,5,60,2,5,1,1,10,10,8,"Yes",10,45,90,"Female","BE21"
"341",20106,"BE",5,5,6,5,5,3,2,7,6,6,"Yes",5,20,84,"Female","BE33"
"342",20113,"BE",90,5,8,7,8,4,4,8,8,10,"Yes",9,38,62,"Male","BE33"
"343",20162,"BE",20,5,120,8,9,2,2,4,5,9,"Yes",8,25,76,"Female","BE10"
"344",20181,"BE",30,5,6,3,5,3,2,5,7,8,"Yes",8,8,55,"Female","BE34"
"345",20230,"BE",150,5,180,8,8,3,3,5,4,8,"Yes",9,50,90,"Male","BE23"
"346",20239,"BE",25,5,9,7,7,3,3,7,8,9,"Yes",8,40,85,"Male","BE21"
"347",20265,"BE",60,5,30,7,7,2,2,8,8,8,"Yes",7,38,90,"Male","BE25"
"348",20271,"BE",15,5,240,5,7,1,3,2,2,3,"Yes",9,50,52,"Male","BE22"
"349",20275,"BE",45,5,30,7,7,3,1,5,3,8,"Yes",7,27,82,"Female","BE21"
"350",20308,"BE",60,5,180,4,6,2,1,5,7,8,"Yes",7,38,72,"Male","BE22"
"351",20319,"BE",30,5,30,7,7,1,2,5,5,9,"Yes",7,41,79,"Female","BE21"
"352",20320,"BE",45,5,120,3,3,1,2,2,2,6,"No",5,60,55,"Male","BE32"
"353",20334,"BE",60,5,9,6,7,2,2,7,7,7,"Yes",10,45,64,"Female","BE25"
"354",20342,"BE",60,5,30,5,7,2,1,3,5,7,"Yes",8,48,84,"Male","BE23"
"355",20357,"BE",0,5,180,2,7,3,2,5,5,6,"No",7,38,58,"Male","BE24"
"356",20365,"BE",60,5,7,8,7,3,1,7,7,10,"Yes",10,48,72,"Female","BE23"
"357",20367,"BE",0,5,90,7,7,2,1,1,0,6,"No",4,47,47,"Male","BE22"
"358",20459,"BE",60,5,180,8,7,3,4,6,5,9,"Yes",8,55,81,"Male","BE23"
"359",20466,"BE",30,5,330,5,7,2,1,3,4,7,"Yes",8,60,90,"Female","BE21"
"360",20484,"BE",60,5,240,4,4,2,1,4,4,6,"Yes",8,50,60,"Male","BE21"
"361",20497,"BE",60,5,10,6,4,2,2,3,8,9,"Yes",7,50,76,"Male","BE21"
"362",20504,"BE",20,4,60,1,4,1,3,1,3,4,"Yes",8,84,89,"Female","BE22"
"363",20508,"BE",150,5,9,4,5,2,3,6,5,10,"Yes",9,45,62,"Male","BE24"
"364",20537,"BE",20,5,9,7,7,3,3,5,6,8,"Yes",8,20,75,"Female","BE24"
"365",20579,"BE",30,5,240,9,7,2,4,6,8,9,"Yes",8,23,51,"Male","BE25"
"366",20595,"BE",0,5,6,5,4,3,1,4,5,9,"Not eligble",8,20,47,"Female","BE24"
"367",20611,"BE",60,5,6,6,8,3,3,7,6,7,"Yes",7,38,51,"Male","BE25"
"368",20619,"BE",120,5,60,7,7,3,2,8,9,9,"Yes",8,42,69,"Male","BE21"
"369",20646,"BE",20,5,8,7,7,3,2,8,7,8,"Yes",8,40,51,"Male","BE23"
"370",20691,"BE",120,5,300,6,7,2,3,3,4,8,"Not eligble",8,28,45,"Female","BE25"
"371",20696,"BE",5,5,270,7,7,2,3,6,4,8,"Yes",9,45,67,"Female","BE23"
"372",20742,"BE",5,5,330,7,7,1,4,0,0,5,"Yes",7,55,58,"Male","BE23"
"373",20759,"BE",30,5,6,3,4,3,3,7,3,8,"Yes",7,50,57,"Female","BE22"
"374",20838,"BE",10,5,8,8,8,2,1,7,5,8,"Yes",9,30,76,"Female","BE35"
"375",20855,"BE",30,5,180,5,5,1,1,3,0,5,"Yes",10,32,78,"Female","BE25"
"376",20871,"BE",0,5,240,0,3,1,3,3,3,5,"Yes",9,39,74,"Female","BE23"
"377",20888,"BE",60,5,6,5,7,4,1,6,8,10,"No",9,18,40,"Male","BE21"
"378",20914,"BE",90,5,30,4,5,3,1,5,6,4,"No",5,0,70,"Female","BE10"
"379",20931,"BE",75,5,8,8,8,3,4,6,5,8,"Yes",8,50,71,"Male","BE24"
"380",20952,"BE",60,5,0,3,2,3,2,5,5,6,"Yes",7,8,71,"Male","BE10"
"381",20959,"BE",60,4,60,3,9,4,3,7,7,8,"Yes",8,60,89,"Female","BE32"
"382",20962,"BE",10,5,120,7,6,2,2,3,0,9,"Yes",9,37,72,"Male","BE23"
"383",20979,"BE",120,5,210,4,7,2,2,4,4,6,"Yes",8,55,43,"Male","BE25"
"384",21037,"BE",15,5,240,4,5,2,4,4,6,9,"Yes",6,45,75,"Male","BE23"
"385",21090,"BE",5,5,6,5,7,4,2,8,4,4,"No",7,38,37,"Female","BE32"
"386",21092,"BE",30,4,240,6,6,3,3,7,7,7,"Yes",7,60,87,"Female","BE24"
"387",21094,"BE",60,5,10,2,4,2,2,1,2,5,"Yes",8,50,67,"Female","BE24"
"388",21095,"BE",30,5,10,7,7,2,1,6,7,7,"Yes",8,40,67,"Female","BE25"
"389",21215,"BE",30,5,180,3,7,3,1,7,8,8,"No",7,45,55,"Male","BE31"
"390",21221,"BE",30,4,7,5,4,3,2,6,6,5,"Yes",7,38,59,"Male","BE25"
"391",21223,"BE",15,5,270,6,5,1,4,3,5,8,"Yes",7,38,40,"Male","BE21"
"392",21235,"BE",60,5,7,8,6,2,2,4,7,9,"Yes",8,29,64,"Male","BE23"
"393",21260,"BE",45,5,150,7,8,4,4,7,7,7,"Yes",9,39,90,"Female","BE34"
"394",21284,"BE",90,5,180,7,8,3,1,6,7,9,"Yes",8,38,69,"Female","BE24"
"395",21294,"BE",60,5,60,7,8,3,2,7,7,8,"Yes",9,30,82,"Female","BE33"
"396",21318,"BE",60,5,240,8,8,2,3,0,6,9,"Yes",10,38,67,"Male","BE22"
"397",21326,"BE",60,5,180,2,4,3,3,3,7,8,"No",6,7,51,"Female","BE10"
"398",21417,"BE",30,5,8,6,5,2,2,3,5,1,"Yes",7,35,64,"Male","BE33"
"399",21491,"BE",90,5,240,7,7,3,3,6,7,7,"Yes",8,40,63,"Male","BE25"
"400",21508,"BE",180,5,60,6,5,1,1,9,7,7,"Not eligble",3,40,86,"Female","BE21"
"401",21522,"BE",60,4,150,5,8,2,2,7,7,7,"Yes",8,40,57,"Male","BE33"
"402",21560,"BE",15,5,60,8,6,2,2,6,4,9,"Yes",8,45,89,"Male","BE22"
"403",21578,"BE",15,5,120,3,3,1,1,2,5,5,"Yes",9,36,90,"Female","BE32"
"404",21688,"BE",60,5,120,4,5,3,2,5,5,6,"Yes",9,46,58,"Male","BE25"
"405",21756,"BE",30,5,240,7,6,2,1,5,6,7,"Yes",7,30,50,"Male","BE24"
"406",21804,"BE",120,5,9,7,7,3,3,6,6,8,"Yes",7,42,90,"Female","BE24"
"407",21920,"BE",150,5,60,7,7,2,2,4,5,7,"Yes",7,45,83,"Female","BE21"
"408",21955,"BE",150,5,180,5,7,1,2,5,7,10,"Yes",7,72,62,"Female","BE32"
"409",22069,"BE",50,5,7,7,8,2,1,8,6,6,"Yes",5,9,56,"Female","BE21"
"410",22081,"BE",75,5,120,7,8,3,3,7,6,5,"Yes",4,19,81,"Female","BE32"
"411",22109,"BE",60,5,120,3,5,2,1,0,2,6,"Yes",7,80,84,"Male","BE21"
"412",22157,"BE",61,5,240,3,6,3,2,5,6,6,"No",6,0,58,"Female","BE31"
"413",22172,"BE",180,5,90,8,8,4,2,7,7,8,"No",7,20,72,"Female","BE10"
"414",22232,"BE",30,5,10,6,7,3,1,5,7,7,"Yes",6,45,58,"Female","BE21"
"415",22249,"BE",30,5,60,7,7,1,1,5,7,9,"Yes",4,28,72,"Female","BE25"
"416",22268,"BE",15,5,6,3,4,1,3,0,2,7,"Yes",3,37,67,"Male","BE23"
"417",22304,"BE",0,5,30,4,5,1,1,1,3,5,"Yes",5,45,76,"Male","BE25"
"418",22319,"BE",120,4,150,7,7,3,1,2,0,7,"Yes",7,40,79,"Male","BE21"
"419",22324,"BE",45,5,9,7,7,3,2,6,7,8,"Yes",9,29,76,"Female","BE21"
"420",22390,"BE",30,5,180,4,5,3,2,5,5,7,"Yes",8,32,81,"Female","BE21"
"421",22418,"BE",0,5,180,6,5,1,3,0,0,7,"Yes",9,29,63,"Female","BE22"
"422",22486,"BE",20,5,90,5,4,2,2,3,3,5,"Yes",4,29,83,"Female","BE24"
"423",22490,"BE",75,5,120,3,5,1,4,5,5,7,"Yes",10,40,69,"Female","BE21"
"424",22527,"BE",0,5,150,7,7,2,1,2,5,7,"Yes",9,30,57,"Female","BE24"
"425",22539,"BE",20,5,180,5,8,2,2,4,5,6,"Yes",9,12,71,"Female","BE33"
"426",22558,"BE",45,5,20,2,4,2,2,3,6,7,"Yes",7,40,67,"Male","BE24"
"427",22588,"BE",60,5,10,5,5,4,2,7,4,8,"Not eligble",8,5,45,"Female","BE22"
"428",22636,"BE",30,5,120,2,4,3,1,5,5,5,"Yes",4,39,62,"Male","BE25"
"429",22665,"BE",15,5,150,6,6,3,3,4,4,8,"Yes",9,40,56,"Male","BE23"
"430",22693,"BE",60,5,8,7,7,3,2,3,8,9,"No",9,60,72,"Male","BE23"
"431",22728,"BE",60,5,180,4,7,2,1,6,6,8,"Yes",8,27,74,"Female","BE23"
"432",22741,"BE",120,5,120,7,8,1,1,3,5,8,"Yes",9,60,78,"Male","BE21"
"433",22792,"BE",30,5,30,8,8,1,2,3,5,8,"Yes",9,32,80,"Female","BE23"
"434",22810,"BE",5,5,120,0,0,2,1,0,10,5,"Yes",9,38,59,"Female","BE32"
"435",22819,"BE",20,4,120,5,7,4,3,6,7,7,"No",6,0,73,"Male","BE10"
"436",22839,"BE",60,5,300,7,7,2,1,4,5,8,"Yes",8,22,73,"Female","BE22"
"437",22848,"BE",60,5,300,0,5,1,2,0,0,10,"Yes",10,44,57,"Female","BE32"
"438",22856,"BE",20,5,90,8,8,3,2,4,6,7,"Yes",8,40,83,"Male","BE25"
"439",22886,"BE",60,5,180,6,7,2,5,10,9,8,"Yes",8,40,72,"Female","BE31"
"440",22903,"BE",30,5,8,7,7,3,1,5,5,7,"Yes",7,38,55,"Male","BE32"
"441",22937,"BE",45,5,20,3,8,2,1,3,1,7,"Yes",9,45,90,"Female","BE31"
"442",22959,"BE",30,5,240,7,7,3,3,4,9,8,"Not eligble",8,35,64,"Male","BE34"
"443",22976,"BE",30,5,60,4,5,1,1,6,5,8,"Not eligble",3,7,45,"Female","BE25"
"444",22979,"BE",30,5,120,3,5,4,4,10,10,10,"Yes",8,40,59,"Female","BE21"
"445",23001,"BE",60,5,120,7,4,1,1,8,6,8,"Yes",7,40,75,"Male","BE31"
"446",23004,"BE",45,5,120,5,5,2,2,5,7,7,"Yes",7,40,67,"Male","BE32"
"447",23027,"BE",20,5,8,5,4,2,1,4,3,7,"Yes",7,35,65,"Male","BE32"
"448",23076,"BE",10,5,300,6,7,1,3,2,7,8,"Yes",7,42,64,"Female","BE21"
"449",23085,"BE",210,5,10,5,4,2,3,3,5,7,"Yes",8,45,78,"Male","BE32"
"450",23092,"BE",180,5,10,8,7,3,4,8,7,10,"Not eligble",3,16,47,"Female","BE24"
"451",23184,"BE",15,5,120,7,7,2,1,3,4,7,"Yes",8,43,62,"Female","BE23"
"452",23210,"BE",30,5,6,6,6,2,2,5,2,8,"Yes",7,40,63,"Female","BE23"
"453",23212,"BE",150,5,60,6,6,2,2,7,7,8,"Yes",8,40,78,"Male","BE22"
"454",23244,"BE",60,5,180,6,7,2,2,5,6,8,"Yes",9,45,84,"Female","BE10"
"455",23265,"BE",60,5,30,7,8,2,2,3,6,5,"Yes",5,38,90,"Male","BE21"
"456",23304,"BE",60,5,120,7,7,2,2,5,7,7,"Yes",8,41,80,"Male","BE21"
"457",23324,"BE",15,5,270,2,5,2,3,4,6,8,"Yes",9,48,58,"Female","BE32"
"458",23355,"BE",30,5,30,5,7,2,2,4,6,7,"Yes",8,30,78,"Female","BE33"
"459",23373,"BE",30,5,9,7,7,3,1,7,7,8,"No",7,26,58,"Female","BE22"
"460",23455,"BE",10,5,60,7,8,2,3,1,3,7,"Yes",8,25,73,"Female","BE32"
"461",23479,"BE",90,4,10,3,7,2,2,4,7,9,"Yes",7,40,83,"Male","BE21"
"462",23520,"BE",5,5,120,7,8,1,1,2,5,5,"Yes",9,42,58,"Female","BE10"
"463",23651,"BE",60,5,120,8,8,2,2,6,7,8,"Yes",9,38,58,"Female","BE25"
"464",23686,"BE",240,5,8,4,5,3,1,5,6,5,"Yes",10,38,73,"Male","BE24"
"465",23710,"BE",30,5,10,8,8,2,3,1,5,8,"Yes",8,32,71,"Male","BE21"
"466",23713,"BE",40,5,28,7,5,2,1,4,6,8,"Yes",10,40,72,"Female","BE21"
"467",23717,"BE",30,5,45,8,8,3,2,3,6,7,"Yes",8,24,68,"Male","BE22"
"468",23718,"BE",10,5,90,5,5,2,3,5,8,9,"Yes",9,23,49,"Female","BE23"
"469",23723,"BE",30,5,10,8,6,3,2,6,5,8,"Yes",8,42,63,"Female","BE21"
"470",23734,"BE",90,5,330,3,4,2,1,3,4,5,"Yes",7,28,59,"Female","BE33"
"471",23814,"BE",120,5,10,6,8,4,3,7,9,7,"Not eligble",8,40,76,"Male","BE10"
"472",23902,"BE",120,5,60,7,8,3,3,5,7,8,"Yes",8,0,80,"Female","BE10"
"473",23924,"BE",30,5,8,6,7,2,3,4,4,7,"Yes",8,50,83,"Female","BE25"
"474",23943,"BE",30,5,300,6,7,2,2,6,7,8,"Yes",8,42,61,"Female","BE23"
"475",23982,"BE",60,5,6,8,7,3,3,6,6,10,"Yes",7,20,73,"Female","BE24"
"476",24005,"BE",210,5,10,8,9,2,4,5,1,7,"Yes",7,80,73,"Male","BE35"
"477",24074,"BE",60,5,300,5,5,3,3,3,3,7,"Yes",10,38,78,"Female","BE23"
"478",24078,"BE",120,5,180,8,8,2,3,4,3,7,"Yes",8,40,89,"Male","BE25"
"479",24168,"BE",60,5,30,5,7,2,1,3,6,5,"Yes",8,40,44,"Female","BE25"
"480",24175,"BE",10,4,120,1,1,1,2,0,0,5,"Yes",9,60,86,"Male","BE33"
"481",24199,"BE",15,5,240,3,6,3,2,5,7,8,"Not eligble",5,39,56,"Female","BE23"
"482",24207,"BE",45,5,45,6,5,3,2,5,5,8,"Not eligble",9,80,90,"Male","BE25"
"483",24320,"BE",60,5,9,8,8,3,3,8,8,8,"Yes",8,35,63,"Male","BE24"
"484",24351,"BE",15,5,120,3,1,1,1,1,4,10,"Yes",1,22,81,"Female","BE21"
"485",24352,"BE",30,5,9,7,8,3,4,6,8,8,"Yes",9,50,74,"Male","BE21"
"486",24471,"BE",15,5,240,5,5,3,1,7,7,7,"Not eligble",9,38,78,"Male","BE21"
"487",24515,"BE",60,5,60,1,7,3,2,1,1,7,"No",8,24,83,"Female","BE24"
"488",24553,"BE",210,5,240,7,3,1,4,3,3,5,"Yes",9,45,85,"Male","BE23"
"489",24588,"BE",45,5,240,7,6,3,2,5,7,9,"Yes",8,38,69,"Female","BE21"
"490",24624,"BE",120,5,240,5,4,4,3,7,8,4,"Yes",7,40,42,"Male","BE33"
"491",24690,"BE",10,5,300,5,5,3,1,6,9,10,"No",9,48,45,"Male","BE22"
"492",24722,"BE",60,5,240,7,6,3,3,8,9,9,"Not eligble",8,39,55,"Female","BE21"
"493",24754,"BE",0,5,30,3,3,2,1,0,4,7,"Yes",6,38,75,"Female","BE33"
"494",24761,"BE",120,5,300,7,7,3,1,5,7,9,"Yes",8,45,72,"Female","BE23"
"495",24762,"BE",59,5,55,9,9,3,1,7,7,7,"Yes",10,40,86,"Female","BE25"
"496",24791,"BE",60,5,270,4,5,2,3,5,4,8,"Not eligble",8,15,50,"Male","BE24"
"497",24833,"BE",60,5,10,8,7,4,5,8,7,9,"Yes",8,60,74,"Male","BE22"
"498",24838,"BE",60,5,8,4,7,3,3,6,4,8,"Yes",7,40,68,"Male","BE24"
"499",24854,"BE",60,5,30,4,7,2,5,3,3,10,"Yes",7,38,59,"Male","BE22"
"500",24901,"BE",20,5,120,7,6,2,4,7,7,9,"Yes",8,45,59,"Male","BE23"
"501",24915,"BE",60,5,90,7,7,3,1,6,7,8,"Not eligble",8,48,42,"Male","BE23"
"502",24916,"BE",150,5,240,7,7,2,1,3,3,7,"No",6,39,59,"Female","BE23"
"503",24938,"BE",30,5,30,2,5,1,3,3,3,4,"Yes",8,34,76,"Female","BE23"
"504",24990,"BE",60,5,10,8,7,3,4,5,9,8,"Yes",9,40,67,"Female","BE10"
"505",25024,"BE",60,5,270,5,3,4,1,4,7,7,"Yes",8,60,86,"Male","BE25"
"506",25048,"BE",60,5,180,8,8,3,2,4,6,8,"Yes",9,40,90,"Male","BE21"
"507",25056,"BE",60,5,6,7,8,2,3,5,5,8,"Yes",9,42,86,"Male","BE21"
"508",25073,"BE",0,5,120,5,7,3,4,2,4,4,"Yes",9,45,61,"Male","BE31"
"509",25123,"BE",90,5,120,0,4,2,2,2,5,8,"Yes",9,38,86,"Female","BE25"
"510",25147,"BE",60,4,120,4,6,2,1,3,6,0,"No",8,40,63,"Female","BE24"
"511",25199,"BE",60,5,90,7,7,3,4,8,7,9,"Yes",8,38,75,"Male","BE25"
"512",25229,"BE",30,5,7,8,8,4,3,8,7,8,"Yes",7,40,60,"Male","BE24"
"513",25275,"BE",60,5,180,5,8,2,2,4,6,7,"Yes",6,50,55,"Female","BE24"
"514",25355,"BE",60,5,30,4,4,2,2,8,8,9,"Yes",10,31,82,"Female","BE33"
"515",25403,"BE",30,5,270,6,7,2,2,6,3,8,"Not eligble",7,6,48,"Female","BE22"
"516",25429,"BE",30,4,270,2,3,1,1,2,5,6,"Yes",8,35,80,"Female","BE25"
"517",25573,"BE",30,5,60,5,7,3,3,7,6,9,"Yes",9,2,86,"Female","BE34"
"518",25586,"BE",60,5,90,6,3,3,1,5,5,8,"Yes",8,24,85,"Female","BE23"
"519",25597,"BE",120,5,120,7,7,3,3,3,2,6,"Yes",7,37,87,"Male","BE24"
"520",25617,"BE",45,5,180,5,7,3,2,4,4,5,"Yes",7,15,80,"Female","BE31"
"521",25652,"BE",45,5,330,3,3,2,2,3,3,7,"Yes",8,30,76,"Male","BE23"
"522",25661,"BE",10,5,120,8,8,3,3,5,7,7,"Yes",8,38,74,"Female","BE10"
"523",25722,"BE",10,4,30,5,7,1,1,5,7,7,"Yes",10,22,73,"Female","BE33"
"524",25762,"BE",30,5,9,6,6,1,3,5,8,8,"Not eligble",7,38,87,"Female","BE10"
"525",25765,"BE",60,5,120,3,3,3,2,7,3,5,"Yes",7,38,65,"Female","BE33"
"526",25769,"BE",180,5,120,6,8,3,1,4,2,7,"No",8,60,68,"Male","BE25"
"527",25849,"BE",45,5,180,7,5,2,2,4,5,6,"Yes",9,45,55,"Female","BE34"
"528",25901,"BE",30,5,120,8,8,3,2,7,7,7,"Yes",8,24,82,"Female","BE32"
"529",25907,"BE",30,5,10,7,7,2,3,7,9,9,"No",9,40,67,"Male","BE24"
"530",25988,"BE",30,5,180,6,6,2,2,3,3,7,"Yes",7,36,59,"Female","BE25"
"531",25989,"BE",0,5,120,4,5,1,2,4,8,6,"Yes",9,50,65,"Female","BE33"
"532",26007,"BE",0,5,60,7,10,1,1,8,6,5,"No",9,13,59,"Female","BE22"
"533",26015,"BE",15,4,60,4,2,1,1,3,3,6,"Yes",9,52,50,"Female","BE23"
"534",26034,"BE",30,5,15,8,8,2,3,2,5,3,"Yes",10,75,89,"Female","BE33"
"535",26064,"BE",30,5,6,5,5,3,1,4,6,8,"Yes",9,50,75,"Male","BE25"
"536",26071,"BE",30,5,180,3,3,1,2,3,3,4,"Yes",8,45,68,"Female","BE34"
"537",26131,"BE",15,5,8,5,5,1,3,2,2,6,"Yes",8,40,50,"Female","BE21"
"538",26155,"BE",90,5,10,7,7,4,2,7,7,9,"Yes",7,40,73,"Female","BE23"
"539",26199,"BE",30,5,120,4,7,3,3,8,8,8,"Yes",9,60,73,"Male","BE22"
"540",26203,"BE",30,4,30,4,6,1,3,3,0,2,"Yes",7,55,67,"Male","BE21"
"541",26211,"BE",10,5,180,3,5,1,2,3,5,5,"No",8,35,65,"Female","BE24"
"542",26247,"BE",150,5,210,6,7,3,1,5,3,8,"Yes",6,38,56,"Male","BE25"
"543",26297,"BE",30,5,10,8,8,2,1,5,5,8,"Yes",8,22,83,"Female","BE21"
"544",26330,"BE",90,5,9,8,8,4,4,7,8,8,"Yes",8,36,75,"Male","BE21"
"545",26332,"BE",30,5,30,6,7,2,3,4,7,7,"Yes",8,60,67,"Female","BE10"
"546",26351,"BE",30,4,120,5,5,2,3,8,8,7,"Yes",7,41,62,"Male","BE35"
"547",26422,"BE",15,5,300,7,7,1,3,5,7,7,"Yes",8,50,46,"Male","BE22"
"548",26478,"BE",60,5,300,7,7,3,1,6,7,9,"Yes",9,50,49,"Female","BE24"
"549",26488,"BE",60,5,8,6,6,4,2,6,6,7,"Yes",6,50,67,"Female","BE24"
"550",26515,"BE",90,5,10,8,7,2,2,8,7,9,"Yes",8,38,59,"Male","BE25"
"551",26558,"BE",30,5,120,5,7,2,2,9,6,8,"Yes",10,25,68,"Male","BE33"
"552",26588,"BE",20,5,10,5,6,3,3,9,6,8,"No",7,20,40,"Female","BE32"
"553",26620,"BE",60,5,10,3,8,1,4,0,0,2,"No",10,55,72,"Male","BE22"
"554",26624,"BE",90,5,30,5,5,2,3,3,2,7,"Yes",9,60,82,"Male","BE25"
